utterance_id,speaker,episode_id,scene_id,transcript,emotion_label,valence,arousal,dominance,sep,vad_coverage
s02_e23_c10_u009,Chandler Bing,s02_e23,s02_e23_c10,"I don't, I hate Joseph, ok. I think he's a brown-nosing suck up.",Mad,-0.0482,0.0193,-0.0283,-0.0623,0.500
s02_e23_c10_u011,Chandler Bing,s02_e23,s02_e23_c10,"Alright, ok, alright. So I can't fire Joseph but uh, I can sleep with his wife.",Mad,0.1714,-0.0209,0.0409,0.1919,0.500
s02_e23_c10_u013,Chandler Bing,s02_e23,s02_e23_c10,"Yeah, Karen. I'm thinking about having an affair with her. Oh, you know what? I just did.",Powerful,0.1691,-0.0232,0.1044,0.2213,0.588
s02_e23_c10_u015,Chandler Bing,s02_e23,s02_e23_c10,"Oh well it's not me, it's my character, Chandy. Yeah the rogue processor who seduces his co-worker's wives for sport and then laughs about it the next day at the water cooler. In fact, I have her panties right there in my drawer.",Powerful,0.1640,-0.1147,-0.0091,0.1594,0.667
s02_e23_c10_u017,Chandler Bing,s02_e23,s02_e23_c10,"No freakshow, she's fictional.",Mad,-0.1400,-0.0200,-0.3200,-0.3000,0.250
s02_e23_c10_u019,Chandler Bing,s02_e23,s02_e23_c10,Thank you.,Peaceful,0.7660,-0.3220,0.4620,0.9970,1.000
s02_e24_c01_u008,Chandler Bing,s02_e24,s02_e24_c01,'Cause he was just so darn cute.,Joyful,0.0713,-0.0435,0.0033,0.0730,1.000
s02_e24_c02_u002,Chandler Bing,s02_e24,s02_e24_c02,"Hey, what did your agent say?",Neutral,0.0330,0.0008,0.0762,0.0711,1.000
s02_e24_c02_u014,Chandler Bing,s02_e24,s02_e24_c02,And I'll be using his dead body as a shield.,Neutral,-0.0956,-0.1452,-0.0036,-0.0974,0.600
s02_e24_c09_u004,Chandler Bing,s02_e24,s02_e24_c09,What's wrong? What's wrong? You're married that's what's wrong.,Mad,-0.3000,0.1059,0.0105,-0.2948,0.889
s02_e24_c09_u006,Chandler Bing,s02_e24,s02_e24_c09,What?,Mad,0.0000,0.0460,0.0000,0.0000,1.000
s02_e24_c09_u008,Chandler Bing,s02_e24,s02_e24_c09,"Hey, look, Phoebe I wanted to meet her in person too, okay, but she's married, she has a husband.",Sad,0.2246,-0.0420,0.0358,0.2425,0.579
s02_e24_c09_u010,Chandler Bing,s02_e24,s02_e24_c09,"Okay, I'll do it!",Powerful,0.0970,-0.1370,-0.0610,0.0665,0.750
s02_e24_c12_u002,Chandler Bing,s02_e24,s02_e24_c12,"Where is she, Where is she? Oh, hey, I have a question, where is she?",Scared,0.0700,-0.0676,0.0080,0.0740,0.600
s02_e24_c12_u004,Chandler Bing,s02_e24,s02_e24_c12,"Ooh, oh, oh, that's her.",Joyful,0.0000,-0.0175,-0.1330,-0.0665,0.400
s02_e24_c12_u007,Chandler Bing,s02_e24,s02_e24_c12,Oh my God!,Joyful,0.0440,-0.0150,0.3080,0.1980,1.000
s03_e01_c03_u002,Chandler Bing,s03_e01,s03_e01_c03,Morning.,Neutral,0.3760,-0.5300,-0.1120,0.3200,1.000
s03_e01_c03_u004,Chandler Bing,s03_e01,s03_e01_c03,"Yeah, like there's any way I could ever do that.",Scared,0.1349,-0.1816,-0.0914,0.0891,0.700
s03_e01_c03_u007,Chandler Bing,s03_e01,s03_e01_c03,"Hey, you know what, here's a thought. Why don't you stay home from work today and just hang out with me.",Peaceful,0.2604,-0.0882,0.0388,0.2798,0.905
s03_e01_c03_u009,Chandler Bing,s03_e01,s03_e01_c03,I can not believe that I am going out with someone that is getting divorced. I'm such a grown up.,Sad,-0.0414,-0.0192,-0.0375,-0.0602,0.850
s03_e01_c03_u011,Chandler Bing,s03_e01,s03_e01_c03,"Well, maybe I won't kiss you, and then you'll have to stay.",Powerful,0.3237,0.0031,-0.0267,0.3104,0.667
s03_e01_c03_u015,Chandler Bing,s03_e01,s03_e01_c03,"Nope, not this time.",Neutral,-0.3007,-0.3373,-0.2427,-0.4220,1.000
s03_e01_c03_u017,Chandler Bing,s03_e01,s03_e01_c03,I'm not yanking you.,Neutral,0.1786,-0.1161,0.0009,0.1790,0.000
s03_e01_c03_u019,Chandler Bing,s03_e01,s03_e01_c03,"Yeah, I know. She makes me happy.",Peaceful,0.5737,-0.0420,0.2253,0.6863,0.429
s03_e01_c03_u021,Chandler Bing,s03_e01,s03_e01_c03,I'm not breaking up with her!,Peaceful,0.0640,0.1000,0.0340,0.0810,0.333
s03_e01_c07_u003,Chandler Bing,s03_e01,s03_e01_c07,Hey!,Joyful,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e01_c07_u005,Chandler Bing,s03_e01,s03_e01_c07,Of!,Joyful,0.0000,0.0000,0.0000,0.0000,1.000
s03_e01_c07_u007,Chandler Bing,s03_e01,s03_e01_c07,"You know, you should really go on this show. All right, listen, I got three tickets to the Rangers tonight. What'd ya' say?",Joyful,0.1732,-0.0312,0.0506,0.1985,0.696
s03_e01_c07_u009,Chandler Bing,s03_e01,s03_e01_c07,"No, Janice.",Neutral,0.1786,-0.1161,0.0009,0.1790,0.000
s03_e01_c07_u011,Chandler Bing,s03_e01,s03_e01_c07,"You know, I may be way out on a limb here, but do you, do you, have a problem with Janice?",Neutral,0.1238,-0.1153,-0.0527,0.0975,0.714
s03_e01_c07_u013,Chandler Bing,s03_e01,s03_e01_c07,"Ooh, that girl that I hate, eww, drives me crazy, eww, eww, oh!",Mad,-0.3252,0.2664,-0.1528,-0.4016,0.385
s03_e01_c07_u015,Chandler Bing,s03_e01,s03_e01_c07,"Well, there you go.",Neutral,0.3400,-0.1257,0.0120,0.3460,0.750
s03_e01_c07_u017,Chandler Bing,s03_e01,s03_e01_c07,"Well, I'm crazy about her now. I think this could be the real thing. Capital 'R'! Capital 'T'! Don't worry, those are the right letters.",Mad,0.2167,-0.0737,0.0795,0.2565,0.720
s03_e01_c07_u019,Chandler Bing,s03_e01,s03_e01_c07,I want you to say that you like her!,Mad,0.1844,-0.0626,0.0104,0.1896,0.556
s03_e01_c07_u021,Chandler Bing,s03_e01,s03_e01_c07,"Thanks for trying. Oh, and by the way there is no Count Rushmore!",Mad,0.1314,-0.1477,-0.0626,0.1001,0.615
s03_e01_c12_u004,Chandler Bing,s03_e01,s03_e01_c12,What are you guys doing together?,Neutral,0.2355,-0.0925,0.0455,0.2582,0.833
s03_e01_c12_u006,Chandler Bing,s03_e01,s03_e01_c12,Really.,Neutral,0.1786,-0.1161,0.0009,0.1790,0.000
s03_e01_c12_u009,Chandler Bing,s03_e01,s03_e01_c12,You still can't stand her can you?,Neutral,0.2023,-0.5440,-0.1290,0.1378,0.429
s03_e01_c12_u011,Chandler Bing,s03_e01,s03_e01_c12,"Well, you know, I appreciate you giving it a shot.",Peaceful,0.3090,-0.1115,0.1620,0.3900,0.700
s03_e01_c12_u013,Chandler Bing,s03_e01,s03_e01_c12,"Well, I guess that's something.",Peaceful,0.3200,-0.0640,0.0080,0.3240,0.800
s03_e01_c12_u015,Chandler Bing,s03_e01,s03_e01_c12,Okay.,Neutral,0.1940,-0.3040,-0.2340,0.0770,1.000
s03_e01_c12_u017,Chandler Bing,s03_e01,s03_e01_c12,Oh God!,Scared,0.5160,0.0360,0.7720,0.9020,0.500
s03_e01_c12_u019,Chandler Bing,s03_e01,s03_e01_c12,Really?,Neutral,0.1786,-0.1161,0.0009,0.1790,0.000
s03_e02_c01_u003,Chandler Bing,s03_e02,s03_e02_c01,Taste it.,Joyful,0.3020,-0.2350,-0.0350,0.2845,1.000
s03_e02_c01_u005,Chandler Bing,s03_e02,s03_e02_c01,"Yeah, I know, I did that two minutes ago.",Joyful,0.0683,-0.1487,-0.0163,0.0602,0.667
s03_e02_c01_u007,Chandler Bing,s03_e02,s03_e02_c01,"Hey, mister tux!",Joyful,0.1220,-0.2213,-0.0087,0.1177,1.000
s03_e02_c04_u005,Chandler Bing,s03_e02,s03_e02_c04,Excuse me. Hi.,Neutral,0.2045,0.2535,-0.1430,0.1330,1.000
s03_e02_c04_u007,Chandler Bing,s03_e02,s03_e02_c04,"Well, your kind of sitting in my seat.",Mad,0.2412,-0.3282,-0.0506,0.2159,0.750
s03_e02_c04_u009,Chandler Bing,s03_e02,s03_e02_c04,"I mean, I was sitting there.",Mad,0.0005,-0.2142,-0.0135,-0.0062,0.667
s03_e02_c04_u011,Chandler Bing,s03_e02,s03_e02_c04,"But, I never left the room!",Mad,-0.0750,-0.2165,-0.1805,-0.1653,0.667
s03_e02_c04_u013,Chandler Bing,s03_e02,s03_e02_c04,"All right, that's it, give me your underwear.",Mad,0.1767,-0.1105,0.0202,0.1867,0.875
s03_e03_c02_u008,Chandler Bing,s03_e03,s03_e03_c02,Hey.,Neutral,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e03_c02_u013,Chandler Bing,s03_e03,s03_e03_c02,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.",Mad,0.1668,-0.0557,-0.0165,0.1586,0.667
s03_e03_c02_u017,Chandler Bing,s03_e03,s03_e03_c02,Because the kids need new shoes.,Mad,0.3972,-0.0698,-0.2364,0.2790,0.833
s03_e03_c12_u009,Chandler Bing,s03_e03,s03_e03_c12,Sure. What's up?,Neutral,0.3593,0.1260,0.3807,0.5497,1.000
s03_e04_c01_u013,Chandler Bing,s03_e04,s03_e04_c01,You're flingin'-flangin' right I am!,Neutral,0.2400,-0.1480,0.2100,0.3450,0.400
s03_e04_c05_u003,Chandler Bing,s03_e04,s03_e04_c05,"'Cause, I wanted to uh, give you this.",Peaceful,0.1095,-0.1405,-0.0070,0.1060,0.500
s03_e04_c05_u005,Chandler Bing,s03_e04,s03_e04_c05,"Well, wait there's, there's more. See the contact paper is to go into your brand new drawer. See, the drawer actually goes in my dresser.",Peaceful,0.1292,-0.2484,-0.0772,0.0906,0.840
s03_e04_c05_u007,Chandler Bing,s03_e04,s03_e04_c05,"Yes, I did. Yes, I did. Because, you're my girlfriend, and that's what girlfriends should, should get.",Joyful,0.2125,0.1781,0.1325,0.2788,0.706
s03_e04_c05_u009,Chandler Bing,s03_e04,s03_e04_c05,"Well, not me. But that's what's happened, and, ah, and, and there's more. We should take a trip.",Joyful,0.2633,0.0465,0.1188,0.3227,0.722
s03_e04_c05_u011,Chandler Bing,s03_e04,s03_e04_c05,"Yep, we're a couple and that's what couples do. And, I wanna meet your parents. We should take a trip with your parents!",Joyful,0.1782,0.0367,0.0688,0.2126,0.750
s03_e04_c05_u013,Chandler Bing,s03_e04,s03_e04_c05,"I am, I actually am. I mean this is amazing. My entire life I have feared this place, and now that I'm here it's like what was the big deal. I could probably say 'Let's move in together.' and I'd be okay.",Joyful,0.1469,-0.0661,0.0533,0.1736,0.786
s03_e04_c05_u015,Chandler Bing,s03_e04,s03_e04_c05,It doesn't scare me!,Joyful,-0.3780,0.2690,-0.2360,-0.4960,0.500
s03_e04_c05_u017,Chandler Bing,s03_e04,s03_e04_c05,"Oh, no, no, no, don't go! I've scared ya'! I've said too much! I'm hopeless, and awkward, and desperate for love!! Hey, Janice! It's me. Um, yeah, I-I-I just wanna apologize in advance for having chased you down the street.",Sad,-0.0814,-0.0281,-0.1914,-0.1772,0.675
s03_e04_c06_u003,Chandler Bing,s03_e04,s03_e04_c06,"So, I finally catch up to her and she says this relationship is going to fast and we have to slow down.",Neutral,0.1049,0.0740,0.0661,0.1380,0.818
s03_e04_c06_u006,Chandler Bing,s03_e04,s03_e04_c06,Then I got all needy and clingy.,Neutral,-0.1387,0.0815,-0.0685,-0.1729,0.857
s03_e04_c06_u008,Chandler Bing,s03_e04,s03_e04_c06,She said she'd call me.,Neutral,0.1880,0.2540,0.1160,0.2460,0.200
s03_e04_c06_u010,Chandler Bing,s03_e04,s03_e04_c06,Oh God.,Neutral,0.5160,0.0360,0.7720,0.9020,0.500
s03_e04_c06_u012,Chandler Bing,s03_e04,s03_e04_c06,This ice cream tastes like crap by the way.,Mad,0.0523,-0.1273,-0.1377,-0.0165,0.778
s03_e04_c06_u016,Chandler Bing,s03_e04,s03_e04_c06,"So, you don't think I'm terminal?",Joyful,0.1813,-0.0733,0.0913,0.2270,0.500
s03_e04_c06_u018,Chandler Bing,s03_e04,s03_e04_c06,"Okay, okay. So, should I call her?",Joyful,0.1648,-0.0977,0.0370,0.1832,0.571
s03_e04_c06_u023,Chandler Bing,s03_e04,s03_e04_c06,"So I'm not, not gonna lose her?",Joyful,-0.7700,0.0760,-0.6480,-1.0940,0.125
s03_e04_c06_u025,Chandler Bing,s03_e04,s03_e04_c06,"I said, 'So I'm not gonna lose her?'",Neutral,-0.7700,0.0760,-0.6480,-1.0940,0.111
s03_e04_c08_u003,Chandler Bing,s03_e04,s03_e04_c08,"Hello, Janice.",Joyful,0.4520,0.0340,-0.0340,0.4350,0.500
s03_e04_c08_u005,Chandler Bing,s03_e04,s03_e04_c08,"Oh, just a bit of shopping. How've you been?",Joyful,0.2273,-0.1797,0.1443,0.2995,0.778
s03_e04_c08_u007,Chandler Bing,s03_e04,s03_e04_c08,No. Not anymore.,Scared,-0.1380,-0.2800,-0.2060,-0.2410,0.333
s03_e04_c08_u009,Chandler Bing,s03_e04,s03_e04_c08,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Scared,0.2814,0.0178,0.0906,0.3267,0.688
s03_e04_c08_u011,Chandler Bing,s03_e04,s03_e04_c08,"Well, I'm sorry if my friends aren't as sophisticated as yours.",Neutral,0.3000,-0.0691,0.0640,0.3320,0.727
s03_e04_c08_u013,Chandler Bing,s03_e04,s03_e04_c08,Here in Chelsea.,Neutral,0.2380,0.0000,0.1430,0.3095,0.333
s03_e04_c08_u015,Chandler Bing,s03_e04,s03_e04_c08,A woman's,Neutral,0.1091,-0.0205,-0.0061,0.1060,0.000
s03_e04_c08_u017,Chandler Bing,s03_e04,s03_e04_c08,Chelsea.,Peaceful,0.1091,-0.0205,-0.0061,0.1060,0.000
s03_e04_c08_u019,Chandler Bing,s03_e04,s03_e04_c08,Can I be that guy?,Neutral,0.2075,-0.2473,0.0270,0.2210,0.800
s03_e04_c10_u002,Chandler Bing,s03_e04,s03_e04_c10,"....And then I just, you know, threw the bag of barley at her, and ran out of the store.",Sad,0.0420,-0.1047,-0.0825,0.0008,0.737
s03_e04_c10_u004,Chandler Bing,s03_e04,s03_e04_c10,"I've actually ruined this haven't I? It's time for the good ice cream now, right?",Sad,0.2113,-0.1665,0.0420,0.2323,0.800
s03_e04_c10_u008,Chandler Bing,s03_e04,s03_e04_c10,"Hello. Hi, Janice! Can you hold on for a second? Okay. Okay, what do I do?",Scared,0.2146,-0.0635,-0.0947,0.1673,0.750
s03_e04_c10_u012,Chandler Bing,s03_e04,s03_e04_c10,Hello!,Joyful,0.4520,0.0340,-0.0340,0.4350,1.000
s03_e04_c10_u015,Chandler Bing,s03_e04,s03_e04_c10,"What are you, stop naming dwarves! Hello, Janice. Hi, I'm so glad that you called, I know I've been acting a really weird lately. And, it's just because I'm crazy about you, and I just got...stupid, and, and scared, and....stupid a couple of more times. I'm sorry. Really?! Really?!",Scared,0.0473,0.0229,-0.0187,0.0379,0.686
s03_e04_c10_u017,Chandler Bing,s03_e04,s03_e04_c10,I love you too.,Joyful,0.4980,0.1670,0.1170,0.5565,0.500
s03_e05_c01_u002,Chandler Bing,s03_e05,s03_e05_c01,Hey!,Joyful,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e05_c01_u004,Chandler Bing,s03_e05,s03_e05_c01,Hey-hey-hey. So what happened? A forest tick you off?,Joyful,0.0624,-0.2314,-0.1916,-0.0334,0.727
s03_e05_c01_u006,Chandler Bing,s03_e05,s03_e05_c01,Yeah!,Joyful,0.2060,-0.3180,-0.1220,0.1450,1.000
s03_e05_c01_u008,Chandler Bing,s03_e05,s03_e05_c01,You're building a post office?,Joyful,0.2760,-0.2350,0.2050,0.3785,0.600
s03_e05_c01_u010,Chandler Bing,s03_e05,s03_e05_c01,Okay. My word! Those are snug.,Mad,0.2324,-0.2536,-0.0396,0.2126,1.000
s03_e05_c04_u003,Chandler Bing,s03_e05,s03_e05_c04,"No, you didn't get me!! It's an electric drill, you get me, you kill me!!",Mad,-0.0646,0.2596,0.0637,-0.0327,0.533
s03_e05_c04_u005,Chandler Bing,s03_e05,s03_e05_c04,I do NOT want this unit!!,Mad,0.2015,-0.0375,0.1060,0.2545,0.667
s03_e05_c04_u007,Chandler Bing,s03_e05,s03_e05_c04,Fine!,Mad,0.6460,-0.5200,0.2940,0.7930,1.000
s03_e05_c07_u007,Chandler Bing,s03_e05,s03_e05_c07,"All right, so who do you got it narrowed down to?",Neutral,0.0160,-0.0092,-0.0480,-0.0080,0.636
s03_e05_c07_u009,Chandler Bing,s03_e05,s03_e05_c07,"Oooh-hoo, very attractive, forgiving.",Joyful,0.3922,0.0020,0.1093,0.4469,0.800
s03_e05_c07_u011,Chandler Bing,s03_e05,s03_e05_c07,"Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first.",Peaceful,0.0977,-0.0776,0.0079,0.1017,0.750
s03_e05_c07_u013,Chandler Bing,s03_e05,s03_e05_c07,"Ooh-hoo. Very hot, very sexy. But ah, y'know she's too international, y'know she's never gonna be around.",Joyful,0.1506,0.0998,0.0306,0.1659,0.647
s03_e05_c07_u015,Chandler Bing,s03_e05,s03_e05_c07,"So, you gotta play the odds, pick somebody who's gonna be in the country like all the time.",Neutral,0.1870,-0.0322,0.0611,0.2175,0.550
s03_e05_c09_u016,Chandler Bing,s03_e05,s03_e05_c09,Have you seen Joey?,Neutral,0.2570,-0.1110,0.0930,0.3035,0.500
s03_e05_c09_u018,Chandler Bing,s03_e05,s03_e05_c09,"Oh, just this! Y'know what it's my fault really, because the couch is usually where we keep the varnish.",Mad,0.0604,-0.1478,-0.0125,0.0541,0.722
s03_e05_c09_u020,Chandler Bing,s03_e05,s03_e05_c09,What's going on?,Powerful,0.1030,0.0000,0.1610,0.1835,1.000
s03_e05_c09_u022,Chandler Bing,s03_e05,s03_e05_c09,Yo!! Spackel boy! Get up!,Powerful,0.4480,0.1400,0.0340,0.4650,0.400
s03_e05_c09_u024,Chandler Bing,s03_e05,s03_e05_c09,He started mine first!,Mad,0.4123,-0.0547,0.4293,0.6270,0.750
s03_e05_c11_u003,Chandler Bing,s03_e05,s03_e05_c11,"What, like a number?",Powerful,0.0833,-0.2620,-0.0553,0.0557,0.750
s03_e05_c11_u005,Chandler Bing,s03_e05,s03_e05_c11,Hi! Bye!,Peaceful,0.2085,0.1945,-0.1790,0.1190,1.000
s03_e05_c13_u002,Chandler Bing,s03_e05,s03_e05_c13,"Okay, on three. One....Two....",Joyful,0.1248,-0.3740,-0.1752,0.0372,1.000
s03_e05_c13_u004,Chandler Bing,s03_e05,s03_e05_c13,Why two?,Neutral,0.0200,0.0335,-0.2390,-0.0995,1.000
s03_e05_c13_u006,Chandler Bing,s03_e05,s03_e05_c13,"Yeah, I coulda counted to three like four times without all this 'two' talk.",Mad,0.1213,-0.2716,-0.0672,0.0877,0.800
s03_e05_c13_u012,Chandler Bing,s03_e05,s03_e05_c13,"Okay, one...two...",Powerful,0.1060,-0.4400,-0.2287,-0.0083,1.000
s03_e05_c13_u015,Chandler Bing,s03_e05,s03_e05_c13,"Oh, good job Joe.",Neutral,0.8920,0.3340,0.7820,1.2830,0.500
s03_e05_c13_u017,Chandler Bing,s03_e05,s03_e05_c13,"Yeah-yeah, so big that it actually makes our doors look smaller!",Peaceful,0.1171,-0.1319,-0.0036,0.1153,0.750
s03_e05_c13_u021,Chandler Bing,s03_e05,s03_e05_c13,"Yeah, y'know what I got a better idea. How-how 'bout it blocks none of mine door and a lot of yours?",Mad,0.0576,-0.0214,0.1127,0.1140,0.810
s03_e05_c15_u003,Chandler Bing,s03_e05,s03_e05_c15,Umm?,Neutral,-0.4640,-0.3680,-0.4200,-0.6740,1.000
s03_e05_c15_u005,Chandler Bing,s03_e05,s03_e05_c15,I've got five bucks says you can't.,Joyful,0.0067,0.2307,0.0383,0.0258,0.429
s03_e05_c15_u007,Chandler Bing,s03_e05,s03_e05_c15,"Oh, I think I have the cash.",Powerful,0.6067,-0.1007,0.2833,0.7483,0.429
s03_e05_c15_u010,Chandler Bing,s03_e05,s03_e05_c15,"Yeah, you got me. I'm out five big ones! Here you go.",Mad,0.1554,-0.0216,0.0184,0.1646,0.583
s03_e06_c03_u002,Chandler Bing,s03_e06,s03_e06_c03,"Soo, ah, Eric, what kind of photography do ya do?",Neutral,0.1880,-0.0272,-0.0740,0.1510,0.600
s03_e06_c03_u004,Chandler Bing,s03_e06,s03_e06_c03,"Yes, that is cool. Because I have models here y'know......never.",Joyful,0.2184,-0.0831,0.0969,0.2669,0.800
s03_e06_c03_u006,Chandler Bing,s03_e06,s03_e06_c03,"Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you're chances are pretty good. All right.",Joyful,0.3089,-0.2162,0.0326,0.3252,0.800
s03_e06_c04_u002,Chandler Bing,s03_e06,s03_e06_c04,"Bedroom. Bathroom. Living room. This right here is the kitchen, and thanks for coming by, Bye-bye.",Peaceful,0.1743,-0.1667,-0.0526,0.1480,0.941
s03_e06_c04_u004,Chandler Bing,s03_e06,s03_e06_c04,Sure. Ummm. What's up?,Scared,0.1860,0.0110,0.1875,0.2797,1.000
s03_e06_c04_u006,Chandler Bing,s03_e06,s03_e06_c04,What gay thing?,Scared,-0.0510,-0.2550,-0.2400,-0.1710,0.667
s03_e06_c08_u004,Chandler Bing,s03_e06,s03_e06_c08,Hey!,Joyful,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e06_c08_u006,Chandler Bing,s03_e06,s03_e06_c08,"Oh, don't thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.",Neutral,0.2200,0.0820,0.0007,0.2203,0.700
s03_e06_c11_u002,Chandler Bing,s03_e06,s03_e06_c11,"So ah, whatcha watching?",Joyful,0.0000,0.0460,0.0000,0.0000,0.200
s03_e06_c11_u004,Chandler Bing,s03_e06,s03_e06_c11,What's it about?,Neutral,0.0000,-0.0787,0.0000,0.0000,1.000
s03_e06_c11_u006,Chandler Bing,s03_e06,s03_e06_c11,"Well, it sounds kinda stupid... Who's she?",Mad,0.0887,-0.1737,-0.1507,0.0133,0.429
s03_e06_c11_u009,Chandler Bing,s03_e06,s03_e06_c11,Wow! Look at them run.,Joyful,0.2600,0.1555,0.0285,0.2742,1.000
s03_e06_c11_u011,Chandler Bing,s03_e06,s03_e06_c11,"Yeah, I'll go get one.",Joyful,0.1975,-0.1660,-0.0400,0.1775,0.800
s03_e06_c12_u002,Chandler Bing,s03_e06,s03_e06_c12,"Well, hello!",Neutral,0.7260,-0.1125,0.0570,0.7545,1.000
s03_e06_c12_u004,Chandler Bing,s03_e06,s03_e06_c12,Do you have any beers? We're out of beers.,Joyful,0.2018,0.0247,0.0852,0.2444,0.556
s03_e06_c12_u006,Chandler Bing,s03_e06,s03_e06_c12,You okay?,Neutral,0.1940,-0.3040,-0.2340,0.0770,0.500
s03_e06_c12_u008,Chandler Bing,s03_e06,s03_e06_c12,Right.,Neutral,0.4800,-0.2960,0.4200,0.6900,1.000
s03_e06_c12_u010,Chandler Bing,s03_e06,s03_e06_c12,"Noo!! You don't have a boyfriend because....I don't, I don't know why you don't have a boyfriend. You should have a boyfriend.",Neutral,0.3715,0.0406,0.1250,0.4340,0.609
s03_e06_c12_u012,Chandler Bing,s03_e06,s03_e06_c12,"Oh-ho, come here. Listen, you are one of my favourite people and the most beautiful woman I've ever known in real life.",Peaceful,0.2928,-0.1028,0.1070,0.3463,0.652
s03_e06_c14_u002,Chandler Bing,s03_e06,s03_e06_c14,"Umm, this is nice.",Joyful,0.0990,-0.1210,-0.0180,0.0900,1.000
s03_e06_c14_u004,Chandler Bing,s03_e06,s03_e06_c14,"No, I mean it, this feels really good. Is it a hundred percent cotton?",Peaceful,0.1315,-0.2885,-0.1377,0.0626,0.643
s03_e06_c14_u006,Chandler Bing,s03_e06,s03_e06_c14,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",Neutral,-0.0493,0.0028,0.1062,0.0038,0.750
s03_e06_c14_u008,Chandler Bing,s03_e06,s03_e06_c14,"Oh yeah, that sounds great. Oh, and listen, it's, it's gonna be....",Joyful,0.2075,-0.1301,0.0207,0.2179,0.692
s03_e06_c16_u002,Chandler Bing,s03_e06,s03_e06_c16,I can't believe you came back.,Joyful,0.2013,-0.1793,-0.0473,0.1777,0.500
s03_e07_c01_u005,Chandler Bing,s03_e07,s03_e07_c01,"If I was a superhero who could fly and be invisible, that would be the best.",Joyful,0.2255,-0.0653,0.0968,0.2739,0.750
s03_e07_c02_u008,Chandler Bing,s03_e07,s03_e07_c02,Don't look honey. Change the channel! Change the channel!,Mad,0.2969,-0.1051,0.0523,0.3230,0.778
s03_e07_c02_u011,Chandler Bing,s03_e07,s03_e07_c02,What a wank!,Mad,-0.3540,0.3980,-0.2290,-0.4685,0.667
s03_e07_c11_u014,Chandler Bing,s03_e07,s03_e07_c11,"Knock, knock.",Neutral,-0.2660,0.1080,-0.3000,-0.4160,1.000
s03_e07_c11_u016,Chandler Bing,s03_e07,s03_e07_c11,"Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp.",Mad,0.0168,-0.0187,-0.1268,-0.0466,0.733
s03_e07_c11_u018,Chandler Bing,s03_e07,s03_e07_c11,Okay. It's a racecar.,Mad,0.2870,0.1380,-0.0163,0.2788,0.750
s03_e07_c11_u020,Chandler Bing,s03_e07,s03_e07_c11,"Okay, well it this bed isn't new, how come there is plastic on the mattress?",Powerful,0.1660,-0.2612,-0.0890,0.1215,0.933
s03_e07_c13_u002,Chandler Bing,s03_e07,s03_e07_c13,You told him to play the boxer gay!!,Mad,0.1016,0.1646,0.0646,0.1339,0.625
s03_e07_c13_u004,Chandler Bing,s03_e07,s03_e07_c13,You totally screwed him over.,Mad,0.0610,-0.0198,0.2590,0.1905,0.800
s03_e08_c01_u003,Chandler Bing,s03_e08,s03_e08_c01,I will have one.,Peaceful,0.3313,-0.2740,0.1320,0.3973,0.750
s03_e08_c01_u005,Chandler Bing,s03_e08,s03_e08_c01,"Okay, I'm not gonna have one.",Peaceful,0.2640,-0.3140,-0.1027,0.2127,0.429
s03_e08_c01_u008,Chandler Bing,s03_e08,s03_e08_c01,All right I'll have one.,Joyful,0.3127,-0.2780,0.0127,0.3190,0.800
s03_e08_c01_u011,Chandler Bing,s03_e08,s03_e08_c01,See that is the problem with invisible dentists.,Joyful,-0.1984,-0.1652,-0.1512,-0.2740,0.875
s03_e08_c01_u014,Chandler Bing,s03_e08,s03_e08_c01,"That is so weird, because every time I go to the dentist, I look down the hygienist's blouse.",Scared,-0.0087,-0.0823,-0.0180,-0.0177,0.722
s03_e08_c05_u002,Chandler Bing,s03_e08,s03_e08_c05,"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?",Neutral,0.1352,-0.1592,-0.0926,0.0889,0.812
s03_e08_c05_u004,Chandler Bing,s03_e08,s03_e08_c05,"Janice's birthday is coming up, I want to get her something speacial. Come in here with me.",Peaceful,0.3458,0.1142,0.1365,0.4141,0.765
s03_e08_c05_u006,Chandler Bing,s03_e08,s03_e08_c05,"That's a good idea, 'Dear Janice have a Hubba-Bubba birthday'. I would like to get her something serious.",Peaceful,0.4009,0.0883,0.1925,0.4972,0.737
s03_e08_c05_u008,Chandler Bing,s03_e08,s03_e08_c05,"All right. Look, I'm gonna go in here, and you don't buy me anything ever.",Peaceful,0.2492,0.0273,0.0804,0.2894,0.625
s03_e08_c05_u010,Chandler Bing,s03_e08,s03_e08_c05,Why not?!,Peaceful,0.0340,-0.2100,-0.3220,-0.1270,1.000
